DEgene_symbol	DEdisease	DEdatabase_ID
ALDOB	Fructose_intolerance	DE_00386
SARDH	Neural_tube_defects	DE_00533
CDKN2A	Primary_sclerosing_cholangitis	DE_00392
CDKN2A	Coronary_artery_disease	DE_00414
CDKN2A,CDKN2A	Coronary_artery_disease,Coronary_artery_disease	DE_00414,DE_00662
CDKN2A	Coronary_artery_disease	DE_00415
CDKN2A	Coronary_artery_disease	DE_00578
CDKN2A	Coronary_artery_disease	DE_00416
CDKN2A	Coronary_artery_disease	DE_00417
CDKN2A	Coronary_artery_disease	DE_00417
ANRIL,CDKN2A/ANRIL	Endometriosis,Coronary_artery_disease	DE_00489,DE_00466
ANRIL,CDKN2A/ANRIL	Endometriosis,Coronary_artery_disease	DE_00489,DE_00466
ANRIL,CDKN2A/ANRIL	Endometriosis,Coronary_artery_disease	DE_00489,DE_00466
ANRIL,CDKN2A/CDKN2B,CDKN2A/MTAP/CDKN2B-AS1/CDKN2B	Cardiovascular_disease,Coronary_heart_disease,Coronary_artery_disease	DE_00419,DE_00418,DE_00413
ANRIL,CDKN2A/CDKN2B,CDKN2A/MTAP/CDKN2B-AS1/CDKN2B	Cardiovascular_disease,Coronary_heart_disease,Coronary_artery_disease	DE_00419,DE_00418,DE_00413
ANRIL,CDKN2A/CDKN2B,CDKN2A/MTAP/CDKN2B-AS1/CDKN2B	Cardiovascular_disease,Coronary_heart_disease,Coronary_artery_disease	DE_00419,DE_00418,DE_00413
ANRIL,CDKN2A/CDKN2B,CDKN2A/MTAP/CDKN2B-AS1/CDKN2B	Cardiovascular_disease,Coronary_heart_disease,Coronary_artery_disease	DE_00419,DE_00418,DE_00413
ANRIL,CDKN2A/CDKN2B,CDKN2A/MTAP/CDKN2B-AS1/CDKN2B	Cardiovascular_disease,Coronary_heart_disease,Coronary_artery_disease	DE_00419,DE_00418,DE_00413
ANRIL,CDKN2A/CDKN2B,CDKN2A/MTAP/CDKN2B-AS1/CDKN2B	Cardiovascular_disease,Coronary_heart_disease,Coronary_artery_disease	DE_00419,DE_00418,DE_00413
TPD52L3/TMED6/JMJD2C	Colorectal_cancer	DE_00620
DAPK1	Late_onset_alzheimers_disease	DE_00640
F9	Haemophilia	DE_00393
F8	Haemophilia	DE_00394
ASMT,ASMT	Autism_spectrum_disorder,Autism_spectrum_disorder	DE_00395,DE_00396
ASMT,ASMT	Autism_spectrum_disorder,Autism_spectrum_disorder	DE_00395,DE_00396
CYBB	Chronic_granulomatous_disease	DE_00397
CYBB	Chronic_granulomatous_disease	DE_00397
CYBB	Chronic_granulomatous_disease	DE_00397
NUDT11	Prostate_cancer	DE_00575
ALAS2	Sideroblastic_anaemia	DE_00400
GJB1	Charcot-marie-tooth_disease	DE_00401
